Repository,File_Path,File_Type,Commit_SHA,Parent_SHA,Message,Diff_Myers,Diff_Hist,Discrepancy
repositories/tqdm,tox.ini,Other,3d9fd154bcc75686706d00c4fc7bbe26988be99c,2e6cee712c3365659141deb330dc49fec509248a,add more interpreters to tox.ini,"diff --git a/tox.ini b/tox.ini
index 64b1e7b..00fd947 100644
--- a/tox.ini
+++ b/tox.ini
@@ -4,7 +4,7 @@
 # and then run ""tox"" from this directory.
 
 [tox]
-envlist = py26, py27, py32
+envlist = py26, py27, py32, py33, py34, pypy, pypy3
 
 [testenv]
 commands = py.test
","diff --git a/tox.ini b/tox.ini
index 64b1e7b..00fd947 100644
--- a/tox.ini
+++ b/tox.ini
@@ -4,7 +4,7 @@
 # and then run ""tox"" from this directory.
 
 [tox]
-envlist = py26, py27, py32
+envlist = py26, py27, py32, py33, py34, pypy, pypy3
 
 [testenv]
 commands = py.test
",No
repositories/tqdm,setup.py,Source Code,4c979245b5d7749b381b22daa11ed719369eed9d,888775afe7552b0f93bb23f2e86667f677523824,add license and Python version info to setup.py,"diff --git a/setup.py b/setup.py
index 1e357a0..2b9a035 100644
--- a/setup.py
+++ b/setup.py
@@ -1,11 +1,27 @@
 #!/usr/bin/env python
 # -*- coding: utf-8 -*-
 from setuptools import setup
-setup(name='tqdm',
-      version='1.0',
-      description='A Simple Python Progress Meter',
-      author='Noam Yorav-Raphael',
-      author_email='noamraph@gmail.com',
-      url='https://github.com/noamraph/tqdm',
-      py_modules=['tqdm'],
-     )
+
+setup(
+    name='tqdm',
+    version='1.0',
+    de","diff --git a/setup.py b/setup.py
index 1e357a0..2b9a035 100644
--- a/setup.py
+++ b/setup.py
@@ -1,11 +1,27 @@
 #!/usr/bin/env python
 # -*- coding: utf-8 -*-
 from setuptools import setup
-setup(name='tqdm',
-      version='1.0',
-      description='A Simple Python Progress Meter',
-      author='Noam Yorav-Raphael',
-      author_email='noamraph@gmail.com',
-      url='https://github.com/noamraph/tqdm',
-      py_modules=['tqdm'],
-     )
+
+setup(
+    name='tqdm',
+    version='1.0',
+    de",No
repositories/tqdm,README.md,README,ecc79f96291ca5f704cf56330598070d4798f89a,4c979245b5d7749b381b22daa11ed719369eed9d,add Travis badge to README,"diff --git a/README.md b/README.md
index 68e5dea..b749ccf 100644
--- a/README.md
+++ b/README.md
@@ -1,6 +1,8 @@
 tqdm
 ====
 
+[![Build Status](https://img.shields.io/travis/kmike/tqdm.svg?branch=all-fixes)](https://travis-ci.org/kmike/tqdm)
+
 Instantly make your loops show a progress meter - just wrap any iterable with ""tqdm(iterable)"", and you're done!
 
 ![ScreenShot](https://i.imgur.com/he9Aw5C.gif)
@@ -36,4 +38,4 @@ Running tests
 -------------
 
 Please make sure tox (http://tox.testrun.","diff --git a/README.md b/README.md
index 68e5dea..b749ccf 100644
--- a/README.md
+++ b/README.md
@@ -1,6 +1,8 @@
 tqdm
 ====
 
+[![Build Status](https://img.shields.io/travis/kmike/tqdm.svg?branch=all-fixes)](https://travis-ci.org/kmike/tqdm)
+
 Instantly make your loops show a progress meter - just wrap any iterable with ""tqdm(iterable)"", and you're done!
 
 ![ScreenShot](https://i.imgur.com/he9Aw5C.gif)
@@ -36,4 +38,4 @@ Running tests
 -------------
 
 Please make sure tox (http://tox.testrun.",No
repositories/tqdm,.travis.yml,Other,ccb05c2e041bbb2f9b3acccb2a80b48993d36f12,ecc79f96291ca5f704cf56330598070d4798f89a,New tqdm module structure and add a Makefile,"diff --git a/.travis.yml b/.travis.yml
index b509775..3694df6 100644
--- a/.travis.yml
+++ b/.travis.yml
@@ -1,14 +1,16 @@
 language: python
-python: 2.7
-env:
-- TOXENV=py26
-- TOXENV=py27
-- TOXENV=py32
-- TOXENV=py33
-- TOXENV=py34
-- TOXENV=pypy
-- TOXENV=pypy3
+
+python:
+  - ""2.7""
+  - ""3.4""
+
 install:
-- pip install tox
+  - pip install nose flake8 coverage python-coveralls
+  - pip install .
+
 script:
-- tox
+  - make flake8
+  - make coverage
+
+after_success:
+  - coveralls
","diff --git a/.travis.yml b/.travis.yml
index b509775..3694df6 100644
--- a/.travis.yml
+++ b/.travis.yml
@@ -1,14 +1,16 @@
 language: python
-python: 2.7
-env:
-- TOXENV=py26
-- TOXENV=py27
-- TOXENV=py32
-- TOXENV=py33
-- TOXENV=py34
-- TOXENV=pypy
-- TOXENV=pypy3
+
+python:
+  - ""2.7""
+  - ""3.4""
+
 install:
-- pip install tox
+  - pip install nose flake8 coverage python-coveralls
+  - pip install .
+
 script:
-- tox
+  - make flake8
+  - make coverage
+
+after_success:
+  - coveralls
",No
repositories/tqdm,README.md,README,ccb05c2e041bbb2f9b3acccb2a80b48993d36f12,ecc79f96291ca5f704cf56330598070d4798f89a,New tqdm module structure and add a Makefile,"diff --git a/README.md b/README.md
index b749ccf..c005598 100644
--- a/README.md
+++ b/README.md
@@ -1,32 +1,49 @@
-tqdm
-====
+# tqdm
 
-[![Build Status](https://img.shields.io/travis/kmike/tqdm.svg?branch=all-fixes)](https://travis-ci.org/kmike/tqdm)
+[![Build Status](https://travis-ci.org/tqdm/tqdm.svg?branch=master)](https://travis-ci.org/tqdm/tqdm)
+[![Coverage Status](https://coveralls.io/repos/tqdm/tqdm/badge.svg)](https://coveralls.io/r/tqdm/tqdm)
 
-Instantly make your loops show a prog","diff --git a/README.md b/README.md
index b749ccf..c005598 100644
--- a/README.md
+++ b/README.md
@@ -1,32 +1,49 @@
-tqdm
-====
+# tqdm
 
-[![Build Status](https://img.shields.io/travis/kmike/tqdm.svg?branch=all-fixes)](https://travis-ci.org/kmike/tqdm)
+[![Build Status](https://travis-ci.org/tqdm/tqdm.svg?branch=master)](https://travis-ci.org/tqdm/tqdm)
+[![Coverage Status](https://coveralls.io/repos/tqdm/tqdm/badge.svg)](https://coveralls.io/r/tqdm/tqdm)
 
-Instantly make your loops show a prog",Yes
repositories/tqdm,setup.py,Source Code,ccb05c2e041bbb2f9b3acccb2a80b48993d36f12,ecc79f96291ca5f704cf56330598070d4798f89a,New tqdm module structure and add a Makefile,"diff --git a/setup.py b/setup.py
index 2b9a035..a3f8f14 100644
--- a/setup.py
+++ b/setup.py
@@ -4,12 +4,12 @@ from setuptools import setup
 
 setup(
     name='tqdm',
-    version='1.0',
+    version='2.0',
     description='A Simple Python Progress Meter',
     license='MIT License',
     author='Noam Yorav-Raphael',
     author_email='noamraph@gmail.com',
-    url='https://github.com/noamraph/tqdm',
+    url='https://github.com/tqdm/tqdm',
     py_modules=['tqdm'],
     classifiers=[
        ","diff --git a/setup.py b/setup.py
index 2b9a035..a3f8f14 100644
--- a/setup.py
+++ b/setup.py
@@ -4,12 +4,12 @@ from setuptools import setup
 
 setup(
     name='tqdm',
-    version='1.0',
+    version='2.0',
     description='A Simple Python Progress Meter',
     license='MIT License',
     author='Noam Yorav-Raphael',
     author_email='noamraph@gmail.com',
-    url='https://github.com/noamraph/tqdm',
+    url='https://github.com/tqdm/tqdm',
     py_modules=['tqdm'],
     classifiers=[
        ",No
repositories/tqdm,README.md,README,c8edafc74c04207240a3ecc9ac55d691cc415d32,ccb05c2e041bbb2f9b3acccb2a80b48993d36f12,Add logo to tqdm,"diff --git a/README.md b/README.md
index c005598..997b483 100644
--- a/README.md
+++ b/README.md
@@ -1,3 +1,5 @@
+![Logo](logo.png)
+
 # tqdm
 
 [![Build Status](https://travis-ci.org/tqdm/tqdm.svg?branch=master)](https://travis-ci.org/tqdm/tqdm)
@@ -7,7 +9,7 @@ Instantly make your loops show a progress meter - just wrap any iterable with ""t
 
 tqdm (read ta<i>qa</i>dum, تقدّم) means ""progress"" in arabic.
 
-![ScreenShot](tqdm.gif)
+![Screenshot](tqdm.gif)
 
 You can also use trange(N) as a shor","diff --git a/README.md b/README.md
index c005598..997b483 100644
--- a/README.md
+++ b/README.md
@@ -1,3 +1,5 @@
+![Logo](logo.png)
+
 # tqdm
 
 [![Build Status](https://travis-ci.org/tqdm/tqdm.svg?branch=master)](https://travis-ci.org/tqdm/tqdm)
@@ -7,7 +9,7 @@ Instantly make your loops show a progress meter - just wrap any iterable with ""t
 
 tqdm (read ta<i>qa</i>dum, تقدّم) means ""progress"" in arabic.
 
-![ScreenShot](tqdm.gif)
+![Screenshot](tqdm.gif)
 
 You can also use trange(N) as a shor",No
repositories/tqdm,.gitignore,Other,3b5352a50eda66ca4ff951718b7a67f3e5dc9eac,a24c943119b9c86eafe8e95b6e95ef6e61bc7a46,cleanup,"diff --git a/.gitignore b/.gitignore
index 1a1f52a..7caab15 100644
--- a/.gitignore
+++ b/.gitignore
@@ -18,13 +18,15 @@ develop-eggs
 lib
 lib64
 __pycache__
+MANIFEST
+cover/
 
 # Installer logs
 pip-log.txt
 
 # Unit test / coverage reports
 .coverage
-.tox
+.tox/
 nosetests.xml
 
 # Translations
","diff --git a/.gitignore b/.gitignore
index 1a1f52a..7caab15 100644
--- a/.gitignore
+++ b/.gitignore
@@ -18,13 +18,15 @@ develop-eggs
 lib
 lib64
 __pycache__
+MANIFEST
+cover/
 
 # Installer logs
 pip-log.txt
 
 # Unit test / coverage reports
 .coverage
-.tox
+.tox/
 nosetests.xml
 
 # Translations
",No
repositories/tqdm,.travis.yml,Other,3b5352a50eda66ca4ff951718b7a67f3e5dc9eac,a24c943119b9c86eafe8e95b6e95ef6e61bc7a46,cleanup,"diff --git a/.travis.yml b/.travis.yml
index 3694df6..4fe7ae3 100644
--- a/.travis.yml
+++ b/.travis.yml
@@ -1,16 +1,15 @@
 language: python
-
-python:
-  - ""2.7""
-  - ""3.4""
-
+python: 2.7
+env:
+- TOXENV=py26
+- TOXENV=py27
+- TOXENV=py32
+- TOXENV=py33
+- TOXENV=py34
+- TOXENV=pypy
+- TOXENV=pypy3
+- TOXENV=flake8
 install:
-  - pip install nose flake8 coverage python-coveralls
-  - pip install .
-
+- pip install tox
 script:
-  - make flake8
-  - make coverage
-
-after_success:
-  - coveralls","diff --git a/.travis.yml b/.travis.yml
index 3694df6..4fe7ae3 100644
--- a/.travis.yml
+++ b/.travis.yml
@@ -1,16 +1,15 @@
 language: python
-
-python:
-  - ""2.7""
-  - ""3.4""
-
+python: 2.7
+env:
+- TOXENV=py26
+- TOXENV=py27
+- TOXENV=py32
+- TOXENV=py33
+- TOXENV=py34
+- TOXENV=pypy
+- TOXENV=pypy3
+- TOXENV=flake8
 install:
-  - pip install nose flake8 coverage python-coveralls
-  - pip install .
-
+- pip install tox
 script:
-  - make flake8
-  - make coverage
-
-after_success:
-  - coveralls",No
repositories/tqdm,setup.py,Source Code,3b5352a50eda66ca4ff951718b7a67f3e5dc9eac,a24c943119b9c86eafe8e95b6e95ef6e61bc7a46,cleanup,"diff --git a/setup.py b/setup.py
index a3f8f14..2ec8bc9 100644
--- a/setup.py
+++ b/setup.py
@@ -4,13 +4,13 @@ from setuptools import setup
 
 setup(
     name='tqdm',
-    version='2.0',
+    version='1.0',
     description='A Simple Python Progress Meter',
     license='MIT License',
     author='Noam Yorav-Raphael',
     author_email='noamraph@gmail.com',
     url='https://github.com/tqdm/tqdm',
-    py_modules=['tqdm'],
+    packages=['tqdm'],
     classifiers=[
         'Development Status ","diff --git a/setup.py b/setup.py
index a3f8f14..2ec8bc9 100644
--- a/setup.py
+++ b/setup.py
@@ -4,13 +4,13 @@ from setuptools import setup
 
 setup(
     name='tqdm',
-    version='2.0',
+    version='1.0',
     description='A Simple Python Progress Meter',
     license='MIT License',
     author='Noam Yorav-Raphael',
     author_email='noamraph@gmail.com',
     url='https://github.com/tqdm/tqdm',
-    py_modules=['tqdm'],
+    packages=['tqdm'],
     classifiers=[
         'Development Status ",No
repositories/tqdm,tqdm/_tqdm.py,Source Code,3b5352a50eda66ca4ff951718b7a67f3e5dc9eac,a24c943119b9c86eafe8e95b6e95ef6e61bc7a46,cleanup,,,No
repositories/tqdm,README.md,README,98955ab13856b2e2a5d910433cad4f2c0135fc75,3b5352a50eda66ca4ff951718b7a67f3e5dc9eac,use 80 columns again,"diff --git a/README.md b/README.md
index 997b483..c583b52 100644
--- a/README.md
+++ b/README.md
@@ -27,25 +27,27 @@ pip install -e git+https://github.com/tqdm/tqdm.git#egg=master
 def tqdm(iterable, desc='', total=None,
          leave=False, file=sys.stderr,
          min_interval=0.5, miniters=1):
-
-    """"""Get an iterable object, and return an iterator which acts exactly like the
-    iterable, but prints a progress meter and updates it every time a value is
-    requested.
+         
+    ""","diff --git a/README.md b/README.md
index 997b483..c583b52 100644
--- a/README.md
+++ b/README.md
@@ -27,25 +27,27 @@ pip install -e git+https://github.com/tqdm/tqdm.git#egg=master
 def tqdm(iterable, desc='', total=None,
          leave=False, file=sys.stderr,
          min_interval=0.5, miniters=1):
-
-    """"""Get an iterable object, and return an iterator which acts exactly like the
-    iterable, but prints a progress meter and updates it every time a value is
-    requested.
+         
+    """,No
repositories/tqdm,tox.ini,Other,98955ab13856b2e2a5d910433cad4f2c0135fc75,3b5352a50eda66ca4ff951718b7a67f3e5dc9eac,use 80 columns again,"diff --git a/tox.ini b/tox.ini
index 7bd39c0..99216eb 100644
--- a/tox.ini
+++ b/tox.ini
@@ -19,4 +19,4 @@ after_success:
 basepython = python2.7
 deps = flake8
 commands =
-    flake8 --max-line-length=100 --count --statistics tqdm/
+    flake8 --count --statistics tqdm/
","diff --git a/tox.ini b/tox.ini
index 7bd39c0..99216eb 100644
--- a/tox.ini
+++ b/tox.ini
@@ -19,4 +19,4 @@ after_success:
 basepython = python2.7
 deps = flake8
 commands =
-    flake8 --max-line-length=100 --count --statistics tqdm/
+    flake8 --count --statistics tqdm/
",No
repositories/tqdm,tqdm/_tqdm.py,Source Code,98955ab13856b2e2a5d910433cad4f2c0135fc75,3b5352a50eda66ca4ff951718b7a67f3e5dc9eac,use 80 columns again,,,No
repositories/tqdm,README.md,README,71c46107315a90cec85b6018b68115dd2d3eb735,98955ab13856b2e2a5d910433cad4f2c0135fc75,Rename min_interval back to mininterval; add defaults to docstring; document miniters and iterable parameters.,"diff --git a/README.md b/README.md
index c583b52..688efb2 100644
--- a/README.md
+++ b/README.md
@@ -26,28 +26,34 @@ pip install -e git+https://github.com/tqdm/tqdm.git#egg=master
 ```python
 def tqdm(iterable, desc='', total=None,
          leave=False, file=sys.stderr,
-         min_interval=0.5, miniters=1):
-         
+         mininterval=0.5, miniters=1):         
     """"""Get an iterable object, and return an iterator which acts exactly like
     the iterable, but prints a progress meter a","diff --git a/README.md b/README.md
index c583b52..688efb2 100644
--- a/README.md
+++ b/README.md
@@ -26,28 +26,34 @@ pip install -e git+https://github.com/tqdm/tqdm.git#egg=master
 ```python
 def tqdm(iterable, desc='', total=None,
          leave=False, file=sys.stderr,
-         min_interval=0.5, miniters=1):
-         
+         mininterval=0.5, miniters=1):         
     """"""Get an iterable object, and return an iterator which acts exactly like
     the iterable, but prints a progress meter a",No
repositories/tqdm,tqdm/_tqdm.py,Source Code,71c46107315a90cec85b6018b68115dd2d3eb735,98955ab13856b2e2a5d910433cad4f2c0135fc75,Rename min_interval back to mininterval; add defaults to docstring; document miniters and iterable parameters.,,,No
repositories/tqdm,tqdm/tests/tests_tqdm.py,Test Code,71c46107315a90cec85b6018b68115dd2d3eb735,98955ab13856b2e2a5d910433cad4f2c0135fc75,Rename min_interval back to mininterval; add defaults to docstring; document miniters and iterable parameters.,,,No
repositories/tqdm,README.md,README,3ae3bc42195c844c3052ce620e801d18a8064cc9,71c46107315a90cec85b6018b68115dd2d3eb735,update contributing docs; remove a whitespace before !; add executable flag to setup.py,"diff --git a/README.md b/README.md
index 688efb2..a58d3bf 100644
--- a/README.md
+++ b/README.md
@@ -5,7 +5,8 @@
 [![Build Status](https://travis-ci.org/tqdm/tqdm.svg?branch=master)](https://travis-ci.org/tqdm/tqdm)
 [![Coverage Status](https://coveralls.io/repos/tqdm/tqdm/badge.svg)](https://coveralls.io/r/tqdm/tqdm)
 
-Instantly make your loops show a progress meter - just wrap any iterable with ""tqdm(iterable)"", and you're done !
+Instantly make your loops show a progress meter - just wrap an","diff --git a/README.md b/README.md
index 688efb2..a58d3bf 100644
--- a/README.md
+++ b/README.md
@@ -5,7 +5,8 @@
 [![Build Status](https://travis-ci.org/tqdm/tqdm.svg?branch=master)](https://travis-ci.org/tqdm/tqdm)
 [![Coverage Status](https://coveralls.io/repos/tqdm/tqdm/badge.svg)](https://coveralls.io/r/tqdm/tqdm)
 
-Instantly make your loops show a progress meter - just wrap any iterable with ""tqdm(iterable)"", and you're done !
+Instantly make your loops show a progress meter - just wrap an",No
repositories/tqdm,README.md,README,5671e43757ec4d68dbe84ffbe33664d83f1b5e51,38d18f18cce1444e7385f701a74f0f6f4243854c,Update readme,"diff --git a/README.md b/README.md
index a58d3bf..3efadd1 100644
--- a/README.md
+++ b/README.md
@@ -5,7 +5,7 @@
 [![Build Status](https://travis-ci.org/tqdm/tqdm.svg?branch=master)](https://travis-ci.org/tqdm/tqdm)
 [![Coverage Status](https://coveralls.io/repos/tqdm/tqdm/badge.svg)](https://coveralls.io/r/tqdm/tqdm)
 
-Instantly make your loops show a progress meter - just wrap any iterable with 
+Instantly make your loops show a progress meter - just wrap any iterable with
 ""tqdm(iterable)"", ","diff --git a/README.md b/README.md
index a58d3bf..3efadd1 100644
--- a/README.md
+++ b/README.md
@@ -5,7 +5,7 @@
 [![Build Status](https://travis-ci.org/tqdm/tqdm.svg?branch=master)](https://travis-ci.org/tqdm/tqdm)
 [![Coverage Status](https://coveralls.io/repos/tqdm/tqdm/badge.svg)](https://coveralls.io/r/tqdm/tqdm)
 
-Instantly make your loops show a progress meter - just wrap any iterable with 
+Instantly make your loops show a progress meter - just wrap any iterable with
 ""tqdm(iterable)"", ",No
repositories/tqdm,tqdm/_tqdm.py,Source Code,fbbc7bfa73664b89a79c858d8a49cad212bbfa77,5861e10ac5d87b3d60a7a5d721c457f52a379bd7,"better docs (wording, linebreaks), new-style string formatting",,,No
repositories/tqdm,tqdm/_tqdm.py,Source Code,2ed6664b6cbd55386e4954d978798d40b6e09911,fbbc7bfa73664b89a79c858d8a49cad212bbfa77,"prettier and more fine-grained default output: unicode chars and fractions, bigger bar and more compact stats",,,No
repositories/tqdm,tqdm/_tqdm.py,Source Code,f1a124e0657d218a83e708e2ba31cd74b8651b96,2ed6664b6cbd55386e4954d978798d40b6e09911,"prettier and more fine-grained default output: unicode chars and fractions, bigger bar and more compact stats",,,No
repositories/tqdm,tqdm/tests/tests_tqdm.py,Test Code,373d0bad85f3b955f789952e17f9b3c7446a673f,f1a124e0657d218a83e708e2ba31cd74b8651b96,updated tests,,,No
repositories/tqdm,tqdm/_tqdm.py,Source Code,e9ccb10310f7bb1eca9d53b4ca199a1f18987101,373d0bad85f3b955f789952e17f9b3c7446a673f,"revert to N_BAR=10 as default, a sligtly faster (10Hz rather than 2Hz) update interval looks better without measurable reduction in iteration speed",,,No
repositories/tqdm,tqdm/tests/tests_tqdm.py,Test Code,e9ccb10310f7bb1eca9d53b4ca199a1f18987101,373d0bad85f3b955f789952e17f9b3c7446a673f,"revert to N_BAR=10 as default, a sligtly faster (10Hz rather than 2Hz) update interval looks better without measurable reduction in iteration speed",,,No
repositories/tqdm,README.md,README,77c1d2815993829048549cc4d136570a26878530,e9ccb10310f7bb1eca9d53b4ca199a1f18987101,updated readme,"diff --git a/README.md b/README.md
index 3efadd1..6f64f2b 100644
--- a/README.md
+++ b/README.md
@@ -25,41 +25,47 @@ pip install -e git+https://github.com/tqdm/tqdm.git#egg=master
 ## Documentation
 
 ```python
-def tqdm(iterable, desc='', total=None,
-         leave=False, file=sys.stderr,
-         mininterval=0.5, miniters=1):
-    """"""Get an iterable object, and return an iterator which acts exactly like
-    the iterable, but prints a progress meter and updates it every time a
-    value is ","diff --git a/README.md b/README.md
index 3efadd1..6f64f2b 100644
--- a/README.md
+++ b/README.md
@@ -25,41 +25,47 @@ pip install -e git+https://github.com/tqdm/tqdm.git#egg=master
 ## Documentation
 
 ```python
-def tqdm(iterable, desc='', total=None,
-         leave=False, file=sys.stderr,
-         mininterval=0.5, miniters=1):
-    """"""Get an iterable object, and return an iterator which acts exactly like
-    the iterable, but prints a progress meter and updates it every time a
-    value is ",No
repositories/tqdm,tqdm/_tqdm.py,Source Code,a3a983dd3b26099b33516b1140d0c677b330b6e3,77c1d2815993829048549cc4d136570a26878530,travis::flake8 compatible,,,No
repositories/tqdm,tqdm/tests/tests_tqdm.py,Test Code,a3a983dd3b26099b33516b1140d0c677b330b6e3,77c1d2815993829048549cc4d136570a26878530,travis::flake8 compatible,,,No
repositories/tqdm,tqdm/__init__.py,Source Code,d744bbd3f5492b385418cf48e8fb4d4955915f28,f6ed2b7f0691556ad9cc7b55921641c3c3996e3a,Add progress bar to pandas apply function,,,No
repositories/tqdm,tqdm/_pandas.py,Source Code,8add12710e7087b32fd65f4cea634354d21cfee6,d744bbd3f5492b385418cf48e8fb4d4955915f28,Fix lines larger than 80 (I would prefer 100),,,No
repositories/tqdm,tqdm/tests/tests_pandas.py,Test Code,8add12710e7087b32fd65f4cea634354d21cfee6,d744bbd3f5492b385418cf48e8fb4d4955915f28,Fix lines larger than 80 (I would prefer 100),,,No
repositories/tqdm,Makefile,Other,8ac163e1e7043a615eeb38c63aa765abd2345692,f6ed2b7f0691556ad9cc7b55921641c3c3996e3a,"make automates all tests by default, version changed to 2.0 in anticipation of pypi","diff --git a/Makefile b/Makefile
index 20cbeb4..bc6ee19 100644
--- a/Makefile
+++ b/Makefile
@@ -1,7 +1,8 @@
-.PHONY: flake8 test coverage
+.PHONY: all flake8 test coverage
 
+all: flake8 coverage
 flake8:
-	flake8 --exclude ""test_*"" --max-line-length=80 --count --statistics --exit-zero tqdm/
+	flake8 --max-line-length=80 --count --statistics --exit-zero tqdm/
 
 test:
 	nosetests tqdm -v
","diff --git a/Makefile b/Makefile
index 20cbeb4..bc6ee19 100644
--- a/Makefile
+++ b/Makefile
@@ -1,7 +1,8 @@
-.PHONY: flake8 test coverage
+.PHONY: all flake8 test coverage
 
+all: flake8 coverage
 flake8:
-	flake8 --exclude ""test_*"" --max-line-length=80 --count --statistics --exit-zero tqdm/
+	flake8 --max-line-length=80 --count --statistics --exit-zero tqdm/
 
 test:
 	nosetests tqdm -v
",No
repositories/tqdm,setup.py,Source Code,8ac163e1e7043a615eeb38c63aa765abd2345692,f6ed2b7f0691556ad9cc7b55921641c3c3996e3a,"make automates all tests by default, version changed to 2.0 in anticipation of pypi","diff --git a/setup.py b/setup.py
index 2ec8bc9..612f934 100755
--- a/setup.py
+++ b/setup.py
@@ -4,7 +4,7 @@ from setuptools import setup
 
 setup(
     name='tqdm',
-    version='1.0',
+    version='2.0',
     description='A Simple Python Progress Meter',
     license='MIT License',
     author='Noam Yorav-Raphael',
","diff --git a/setup.py b/setup.py
index 2ec8bc9..612f934 100755
--- a/setup.py
+++ b/setup.py
@@ -4,7 +4,7 @@ from setuptools import setup
 
 setup(
     name='tqdm',
-    version='1.0',
+    version='2.0',
     description='A Simple Python Progress Meter',
     license='MIT License',
     author='Noam Yorav-Raphael',
",No
repositories/tqdm,README.md,README,ac4646c723a22aaa14a005613d892822cf81eebb,8ac163e1e7043a615eeb38c63aa765abd2345692,"major and minor efficiency improvements, minor function signature and documentation update","diff --git a/README.md b/README.md
index 6f64f2b..3ba1e84 100644
--- a/README.md
+++ b/README.md
@@ -5,14 +5,21 @@
 [![Build Status](https://travis-ci.org/tqdm/tqdm.svg?branch=master)](https://travis-ci.org/tqdm/tqdm)
 [![Coverage Status](https://coveralls.io/repos/tqdm/tqdm/badge.svg)](https://coveralls.io/r/tqdm/tqdm)
 
+tqdm (read ta<i>qa</i>dum, تقدّم) means ""progress"" in arabic.
+
 Instantly make your loops show a progress meter - just wrap any iterable with
-""tqdm(iterable)"", and you're do","diff --git a/README.md b/README.md
index 6f64f2b..3ba1e84 100644
--- a/README.md
+++ b/README.md
@@ -5,14 +5,21 @@
 [![Build Status](https://travis-ci.org/tqdm/tqdm.svg?branch=master)](https://travis-ci.org/tqdm/tqdm)
 [![Coverage Status](https://coveralls.io/repos/tqdm/tqdm/badge.svg)](https://coveralls.io/r/tqdm/tqdm)
 
-Instantly make your loops show a progress meter - just wrap any iterable with
-""tqdm(iterable)"", and you're done!
-
 tqdm (read ta<i>qa</i>dum, تقدّم) means ""progress"" in arab",Yes
repositories/tqdm,tqdm/_tqdm.py,Source Code,ac4646c723a22aaa14a005613d892822cf81eebb,8ac163e1e7043a615eeb38c63aa765abd2345692,"major and minor efficiency improvements, minor function signature and documentation update",,,No
repositories/tqdm,tqdm/_tqdm.py,Source Code,ffdafd64aa16ec50e56beda8d49d3b08b1da5a77,ac4646c723a22aaa14a005613d892822cf81eebb,removed redundant decorator example -- not worth it,,,No
repositories/tqdm,setup.py,Source Code,92bf2cff525daec69b6f4a48eec79ab0d97db10f,ffdafd64aa16ec50e56beda8d49d3b08b1da5a77,"miniter test, more specific exceptions, version 1.1","diff --git a/setup.py b/setup.py
index 612f934..c304dd5 100755
--- a/setup.py
+++ b/setup.py
@@ -4,7 +4,7 @@ from setuptools import setup
 
 setup(
     name='tqdm',
-    version='2.0',
+    version='1.1',
     description='A Simple Python Progress Meter',
     license='MIT License',
     author='Noam Yorav-Raphael',
","diff --git a/setup.py b/setup.py
index 612f934..c304dd5 100755
--- a/setup.py
+++ b/setup.py
@@ -4,7 +4,7 @@ from setuptools import setup
 
 setup(
     name='tqdm',
-    version='2.0',
+    version='1.1',
     description='A Simple Python Progress Meter',
     license='MIT License',
     author='Noam Yorav-Raphael',
",No
repositories/tqdm,tqdm/_tqdm.py,Source Code,92bf2cff525daec69b6f4a48eec79ab0d97db10f,ffdafd64aa16ec50e56beda8d49d3b08b1da5a77,"miniter test, more specific exceptions, version 1.1",,,No
repositories/tqdm,tqdm/tests/tests_tqdm.py,Test Code,92bf2cff525daec69b6f4a48eec79ab0d97db10f,ffdafd64aa16ec50e56beda8d49d3b08b1da5a77,"miniter test, more specific exceptions, version 1.1",,,No
repositories/tqdm,setup.py,Source Code,11551d316d77675f75b5b7d8a64a0abb074e2916,92bf2cff525daec69b6f4a48eec79ab0d97db10f,argh revert to 1.0,"diff --git a/setup.py b/setup.py
index c304dd5..2ec8bc9 100755
--- a/setup.py
+++ b/setup.py
@@ -4,7 +4,7 @@ from setuptools import setup
 
 setup(
     name='tqdm',
-    version='1.1',
+    version='1.0',
     description='A Simple Python Progress Meter',
     license='MIT License',
     author='Noam Yorav-Raphael',
","diff --git a/setup.py b/setup.py
index c304dd5..2ec8bc9 100755
--- a/setup.py
+++ b/setup.py
@@ -4,7 +4,7 @@ from setuptools import setup
 
 setup(
     name='tqdm',
-    version='1.1',
+    version='1.0',
     description='A Simple Python Progress Meter',
     license='MIT License',
     author='Noam Yorav-Raphael',
",No
